,join_fid,awning,cross_stre,on_street,lat,lon,type,name,address,HOODS_,HOODS_ID,S_HOOD,L_HOOD,L_HOODID
0,924,NO,S Lucile St,East Marginal Way S,47.553678957,-122.336955552,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
7,900,NO,S Brandon St,4th Ave S,47.5538826511,-122.329633302,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
11,919,NO,S Lucile St,4th Ave S,47.5537639465,-122.329431869,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
12,239,NO,S Bennett St,4th Ave S,47.5551282581,-122.329419372,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
14,901,NO,S Dawson St,4th Ave S,47.5553867884,-122.329619539,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
44,1111,NO,S Orcas St,4th Ave S,47.5520894493,-122.329446685,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
288,111,NO,S Lucile St,East Marginal Way S,47.5535357208,-122.337095735,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
433,1188,NO,S Lucile St,Airport Way S,47.553195811,-122.32096018,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
434,1218,NO,Corson Ave S,Airport Way S,47.5523829883,-122.319920025,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
468,899,NO,S Mead St,4th Ave S,47.5507801937,-122.329661112,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
472,1112,NO,S Fidalgo St,4th Ave S,47.550357005,-122.329461415,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
473,3395,,,,47.549814,-122.329456,Food Banks,Society Of St. Vincent De Paul-Georgetown Service Center,5950 4th Ave S,70.0,177.0,Georgetown,NO BROADER TERM,18.0
631,508,NO,S Doris St,Airport Way S,47.5504457196,-122.317966212,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
632,1187,NO,S Doris St,Airport Way S,47.5498700345,-122.317634703,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
773,177,NO,S Michigan St,East Marginal Way S,47.5451229725,-122.331373776,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
774,218,NO,East Marginal Way S,S Michigan St,47.5450326989,-122.330976921,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
778,181,NO,4th Ave S,East Marginal Way S,47.5439488134,-122.329700883,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
780,1114,NO,S Michigan St,4th Ave S,47.5457424224,-122.329471312,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
834,1113,NO,S Front St,4th Ave S,47.5479904443,-122.329467942,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
836,1226,NO,S Front St,4th Ave S,47.5476478967,-122.329670915,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
1137,915,NO,Carleton Ave S,S Bailey St,47.5473619632,-122.319675991,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
1238,1153,NO,S Bailey St,13th Ave S,47.5477339801,-122.31618768,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
1240,1219,NO,S Vale St,Airport Way S,47.5494595544,-122.316979492,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
1241,1220,NO,S Bailey St,13th Ave S,47.5482621479,-122.315971446,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
1250,3416,,,,47.547557,-122.315869,Health Centers - Community,Georgetown Dental Clinic,6200 13th Ave S,70.0,177.0,Georgetown,NO BROADER TERM,18.0
1337,1152,NO,Stanley Ave S,S Albro Pl,47.54684925,-122.31500451,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
1570,916,NO,S Warsaw St,Carleton Ave S,47.5444512232,-122.320967696,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
1599,1223,NO,S Warsaw St,Ellis Ave S,47.5437931889,-122.319065675,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
2013,918,NO,S Willow St,Carleton Ave S,47.5413991981,-122.321949976,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
2029,1224,NO,Corson Ave S,East Marginal Way S,47.5405731583,-122.323934038,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
2041,240,NO,Corson Ave S,East Marginal Way S,47.5404002507,-122.323345746,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
2071,1116,NO,Ellis Ave S,East Marginal Way S,47.5389106924,-122.320834169,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
2072,1221,NO,Ellis Ave S,East Marginal Way S,47.5387905101,-122.32093803,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
2073,1222,NO,S Myrtle St,Ellis Ave S,47.5395346356,-122.320436834,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
3122,267,NO,16th Ave S,Swift Ave S,47.5497293182,-122.312533628,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
3123,1117,NO,18th Ave S,Swift Ave S,47.548303366,-122.310120903,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
3251,3,NO,S Spokane St,SODO Busway AcRd,47.5722592211,-122.327361805,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3252,29,NO,S Spokane St,SODO Busway AcRd,47.5717920208,-122.327558506,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3253,904,NO,S Spokane St,4th Ave S,47.5710180119,-122.329115339,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3254,905,NO,S Industrial Way,4th Ave S,47.5689675513,-122.32893826,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3255,1986,NO,S Spokane St,4th Ave S,47.5721686135,-122.328777956,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3275,2975,NO,S Spokane St,1st Ave S,47.5725428194,-122.333975126,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3277,903,NO,Diagonal Ave S,4th Ave S,47.5679380578,-122.329246022,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3328,906,NO,S Industrial Way,4th Ave S,47.5651549497,-122.329310307,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3343,902,NO,Diagonal Ave S,4th Ave S,47.5643564321,-122.329508542,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3402,1192,NO,S Dakota St,Airport Way S,47.5665897243,-122.322763889,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3405,1214,NO,S Adams St,Airport Way S,47.5666081916,-122.322560604,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3418,1215,NO,S Industrial Way,Airport Way S,47.5644792068,-122.322683836,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3445,1191,NO,S Industrial Way,Airport Way S,47.563897792,-122.322944919,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3581,182,NO,S Hudson St,East Marginal Way S,47.5576813109,-122.339041805,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3584,112,NO,S Hudson St,East Marginal Way S,47.5584944865,-122.339440336,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3618,113,NO,S Alaska St,East Marginal Way S,47.5593662926,-122.339456057,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3620,922,NO,S Alaska St,Federal Center South AcRd,47.5604782704,-122.339689638,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3621,923,NO,S Alaska St,East Marginal Way S,47.5599136644,-122.339248091,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3671,114,NO,Diagonal Ave S,East Marginal Way S,47.5618654019,-122.339459173,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3672,115,NO,S Idaho St,East Marginal Way S,47.5642766328,-122.339451559,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3673,920,NO,S Idaho St,East Marginal Way S,47.5645538553,-122.339249216,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
3674,921,NO,Diagonal Ave S,East Marginal Way S,47.5625961025,-122.339251468,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
4002,1115,NO,S Brighton St,East Marginal Way S,47.5425139594,-122.326964818,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
4003,1225,NO,East Marginal Way S,East Marginal Way S,47.5422346362,-122.326800034,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
4012,1190,NO,S Snoqualmie St,Airport Way S,47.5615742387,-122.323173865,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
4024,1216,NO,S Alaska St,Airport Way S,47.5616615747,-122.322963013,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
4033,1217,NO,S Edmunds St,Airport Way S,47.5599448202,-122.323141224,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
4053,1189,NO,S Edmunds St,Airport Way S,47.559591466,-122.323353157,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
4237,507,NO,S Charlestown St,Airport Way S,47.5700707881,-122.322601035,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
4238,1194,NO,S Spokane St,Airport Way S,47.5710477543,-122.32262374,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
4239,1545,NO,S Spokane St,Airport Way S,47.571803732,-122.322844741,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
4241,1193,NO,S Bradford St,Airport Way S,47.5686976773,-122.322773743,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
4247,1195,NO,S Andover St,Airport Way S,47.568310382,-122.322563012,Bus Stop,,,69.0,167.0,Industrial District,NO BROADER TERM,18.0
4466,497,NO,S Webster St,East Marginal Way S,47.5356253255,-122.3155769,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
4501,499,NO,14th Ave S,East Marginal Way S,47.5354846544,-122.315045459,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
4672,249,NO,S Thistle St,8th Ave S,47.5284055036,-122.322767113,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
4673,250,NO,S Cloverdale St,8th Ave S,47.5267497763,-122.322794718,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
4674,251,NO,S Thistle St,8th Ave S,47.5278313821,-122.322978993,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
4675,546,NO,8th Ave S,S Cloverdale St,47.5263894941,-122.322294079,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
4676,1010,NO,8th Ave S,S Cloverdale St,47.5265294608,-122.323251703,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
4677,3291,,,,47.528346,-122.324018,Community Centers,South Park Community Center,8319 8th Ave S,71.0,187.0,South Park,NO BROADER TERM,18.0
4678,3487,,,,47.52627,-122.32259,Libraries,South Park Branch,8604 8th Ave S,71.0,187.0,South Park,NO BROADER TERM,18.0
4696,3380,,,,47.528846,-122.322996,Food Banks,Friendly Island Of Tonga Seniors,8319 8th Ave S,71.0,187.0,South Park,NO BROADER TERM,18.0
4697,3392,,,,47.528846,-122.322996,Food Banks,Samoan Senior Club,8319 8th Ave S,71.0,187.0,South Park,NO BROADER TERM,18.0
4750,252,NO,S Southern St,8th Ave S,47.5295161526,-122.322950826,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
4803,545,NO,12th Ave S,S Cloverdale St,47.526374789,-122.317689066,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
4805,637,NO,12th Ave S,S Cloverdale St,47.5265126802,-122.31793424,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
4860,3388,,,,47.529771,-122.320351,Food Banks,Providence Regina House,8201 10th Ave S,71.0,187.0,South Park,NO BROADER TERM,18.0
4943,525,NO,S Cloverdale St,14th Ave S,47.5267857826,-122.314777662,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
4946,638,NO,S Cloverdale St,14th Ave S,47.526911917,-122.314974125,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
5002,3426,,,,47.524898,-122.314718,Health Centers - Community,Sea Mar South Park Medical Clinic,8720 14th Ave S,71.0,187.0,South Park,NO BROADER TERM,18.0
5025,246,NO,S Trenton St,14th Ave S,47.5245096757,-122.315029208,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
5076,257,NO,S Trenton St,14th Ave S,47.5245985771,-122.31482533,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
5178,498,NO,16th Ave S,East Marginal Way S,47.5334719111,-122.311675378,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
5179,523,NO,16th Ave S,East Marginal Way S,47.5333145589,-122.311716985,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
5180,524,NO,East Marginal Way S,16th Ave S,47.5326168671,-122.313147613,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
5181,639,NO,East Marginal Way S,16th Ave S,47.5334767177,-122.313332984,Bus Stop,,,70.0,177.0,Georgetown,NO BROADER TERM,18.0
5372,3425,,,,47.52338,-122.315104,Health Centers - Community,Sea Mar South Park Dental Clinic,8915 14th Ave S,71.0,187.0,South Park,NO BROADER TERM,18.0
5395,504,NO,S Henderson St,14th Ave S,47.5227988093,-122.315058283,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
5553,2177,NO,S Kenny St,Rainier Ave S,47.5492185617,-122.276938387,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
5554,2506,NO,S Kenny St,Rainier Ave S,47.5486890554,-122.277034745,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
5555,2427,NO,S Graham St,Rainier Ave S,47.5460256926,-122.275844328,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5556,2505,NO,S Graham St,Rainier Ave S,47.5456684695,-122.275645086,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5559,1266,NO,SW Barton St,Fauntleroy Way SW,47.5231689075,-122.392886607,Bus Stop,,,80.0,189.0,Fauntleroy,WEST SEATTLE,19.0
5560,1356,YES,Fauntleroy Way SW,Fauntleroy Ferry Trm,47.5231129431,-122.395493968,Bus Stop,,,,,,,
5561,1622,NO,SW Barton St,Fauntleroy Way SW,47.5230030211,-122.393053731,Bus Stop,,,80.0,189.0,Fauntleroy,WEST SEATTLE,19.0
5562,3365,,,,47.523234,-122.393631,Ferry Terminal,Fauntleroy Terminal,4829 SW Barton,80.0,189.0,Fauntleroy,WEST SEATTLE,19.0
5569,1253,NO,SW Genesee St,SW Avalon Way,47.5649441101,-122.372262616,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
5570,1683,NO,SW Genesee St,SW Avalon Way,47.5647678087,-122.37258927,Bus Stop,,,78.0,176.0,Fairmount Park,WEST SEATTLE,19.0
5571,1684,NO,30th Ave SW,SW Genesee St,47.5647774993,-122.370507768,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
5572,2008,NO,30th Ave SW,SW Genesee St,47.564640766,-122.370348648,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
5573,19,NO,SW Oregon St,35th Ave SW,47.5624443009,-122.376285793,Bus Stop,,,78.0,176.0,Fairmount Park,WEST SEATTLE,19.0
5574,1513,NO,SW Avalon Way,35th Ave SW,47.5631659375,-122.376281321,Bus Stop,,,78.0,176.0,Fairmount Park,WEST SEATTLE,19.0
5575,1514,NO,SW Avalon Way,35th Ave SW,47.5637006347,-122.376075492,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
5576,3402,,,,47.564761,-122.376998,Food Banks,West Seattle Food Bank,3518 SW Genesee St.,79.0,175.0,Genesee,WEST SEATTLE,19.0
5583,1265,NO,SW Rose St,Fauntleroy Way SW,47.5299943526,-122.392599947,Bus Stop,,,80.0,189.0,Fauntleroy,WEST SEATTLE,19.0
5584,1623,NO,SW Rose St,Fauntleroy Way SW,47.5295568717,-122.392807778,Bus Stop,,,80.0,189.0,Fauntleroy,WEST SEATTLE,19.0
5585,632,NO,41st Ave S,Carkeek Dr S,47.522683435,-122.280797742,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
5586,645,NO,S Barton St,39th Ave S,47.5210638968,-122.28374893,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
5587,646,NO,37th Ave S,Beacon Ave S,47.523509232,-122.286107709,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
5588,1060,NO,38th Ave S,Beacon Ave S,47.5231600776,-122.285095807,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
5589,2051,NO,39th Ave S,Beacon Ave S,47.5220847998,-122.283870166,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
5590,2054,NO,41st Ave S,Carkeek Dr S,47.5222894407,-122.281155614,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
5596,2903,NO,S Holly St,Rainier Ave S,47.5427225338,-122.272856387,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5614,307,NO,S Webster St,Martin L King Jr Way S,47.5351120457,-122.280979258,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
5615,308,NO,S Othello St,Martin L King Jr Way S,47.5368278097,-122.281274755,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
5616,1136,YES,39th Ave S,S Othello St,47.5371055115,-122.283748548,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
5617,1137,NO,Martin L King Jr Way S,S Othello St,47.5371215963,-122.281803792,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
5618,1339,NO,S Webster St,Martin L King Jr Way S,47.535311124,-122.280508701,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5619,3419,,,,47.536852,-122.284054,Health Centers - Community,Holly Park Community Clinic,3815 S Othello St,84.0,186.0,Holly Park,BEACON HILL,17.0
5659,1621,NO,46th Ave SW,SW Wildwood Pl,47.5209301467,-122.3908789,Bus Stop,,,80.0,189.0,Fauntleroy,WEST SEATTLE,19.0
5669,1278,NO,6th Ave W,Elliott Ave W,47.6233435311,-122.363987909,Bus Stop,,,47.0,152.0,Lower Queen Anne,QUEEN ANNE,10.0
5670,1282,NO,W Harrison St,Elliott Ave W,47.6223053788,-122.363013498,Bus Stop,,,68.0,199.0,Interbay,INTERBAY,9.0
5671,1283,NO,W Mercer St,Elliott Ave W,47.6245223368,-122.365643505,Bus Stop,,,68.0,199.0,Interbay,INTERBAY,9.0
5672,1303,NO,W Mercer St,Elliott Ave W,47.6254319653,-122.366596323,Bus Stop,,,47.0,152.0,Lower Queen Anne,QUEEN ANNE,10.0
5673,2504,NO,S Holly St,Rainier Ave S,47.5422180773,-122.272728089,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5695,1267,NO,45th Ave SW,SW Wildwood Pl,47.5209945188,-122.390598751,Bus Stop,,,80.0,189.0,Fauntleroy,WEST SEATTLE,19.0
5753,305,NO,S Webster St,Renton Ave S,47.5348614327,-122.280274114,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5756,309,NO,S Othello St,ST Light Rail,47.5375287386,-122.281455623,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
5757,313,NO,S Othello St,Martin L King Jr Way S,47.5373433271,-122.280943493,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5760,1197,NO,42nd Ave S,S Othello St,47.5369895303,-122.280451502,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5763,3498,,,,47.537987,-122.281563,Light Rail,Othello Station,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5843,1279,NO,4th Ave W,Elliott Ave W,47.6215255229,-122.361824633,Bus Stop,,,47.0,152.0,Lower Queen Anne,QUEEN ANNE,10.0
5891,2428,NO,S Frontenac St,Rainier Ave S,47.5401247056,-122.271042265,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5892,2503,NO,S Frontenac St,Rainier Ave S,47.5394624331,-122.270949327,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
5965,1252,NO,SW Yancy St,SW Avalon Way,47.5678777932,-122.370650737,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
5991,1255,NO,SW Bradford St,SW Avalon Way,47.5688616347,-122.370831993,Bus Stop,,,78.0,176.0,Fairmount Park,WEST SEATTLE,19.0
6018,842,NO,S Myrtle St,Seward Park Ave S,47.5387068015,-122.267319562,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6019,1157,NO,48th Ave S,S Othello St,47.5370087956,-122.272994307,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6020,1158,NO,Rainier Ave S,S Othello St,47.5370191793,-122.270745286,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6021,1178,NO,Rainier Ave S,S Othello St,47.5369091179,-122.269856774,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6022,1179,NO,48th Ave S,S Othello St,47.5368772885,-122.272180659,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6024,2429,NO,S Othello St,Rainier Ave S,47.5373691329,-122.270253406,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6025,2502,NO,S Othello St,Rainier Ave S,47.5366166384,-122.270283628,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6100,841,NO,S Othello St,Seward Park Ave S,47.5371085706,-122.267357255,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6122,383,NO,S Othello St,Seward Park Ave S,47.5371628374,-122.267154393,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
6210,1280,NO,2nd Ave W,Western Ave W,47.6199572297,-122.359490448,Bus Stop,,,47.0,152.0,Lower Queen Anne,QUEEN ANNE,10.0
6211,1281,NO,2nd Ave W,Western Ave W,47.6199512019,-122.359788642,Bus Stop,,,47.0,152.0,Lower Queen Anne,QUEEN ANNE,10.0
6212,3150,NO,W John St,Queen Anne Ave N,47.6192060283,-122.356837674,Bus Stop,,,47.0,152.0,Lower Queen Anne,QUEEN ANNE,10.0
6228,1268,NO,SW Wildwood Pl,SW Brace Point Dr,47.520470986,-122.389308953,Bus Stop,,,80.0,189.0,Fauntleroy,WEST SEATTLE,19.0
6271,2039,NO,Queen Anne Ave N,Denny Way,47.618669375,-122.356580605,Bus Stop,,,47.0,152.0,Lower Queen Anne,QUEEN ANNE,10.0
6340,228,NO,44th Ave S,S Othello St,47.536981879,-122.277576451,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6343,312,NO,S Myrtle St,ST Light Rail,47.5384789099,-122.281663158,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6346,1140,NO,44th Ave S,S Othello St,47.5371180703,-122.278387143,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6382,1522,NO,SW Andover St,Delridge Way SW,47.5680190706,-122.363373886,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
6410,310,NO,S Myrtle St,Martin L King Jr Way S,47.5385623259,-122.282125875,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
6411,311,NO,S Myrtle St,Martin L King Jr Way S,47.5392131958,-122.281877584,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6438,1616,NO,SW Andover St,Delridge Way SW,47.5682583663,-122.363167718,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
6459,647,NO,S Cloverdale St,Beacon Ave S,47.5258788676,-122.288007436,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
6490,2050,NO,S Cloverdale St,Beacon Ave S,47.5263636293,-122.287568375,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
6510,241,NO,46th Ave S,S Othello St,47.5371233274,-122.275671606,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6554,1196,NO,46th Ave S,S Othello St,47.5368519671,-122.274772832,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
6656,624,NO,SW Director St,California Ave SW,47.5215610487,-122.38755381,Bus Stop,,,80.0,189.0,Fauntleroy,WEST SEATTLE,19.0
6748,3376,,,,47.60863,-122.341519,Food Banks,Downtown Food Bank,1531 Western Ave 5th floor,61.0,201.0,Pike-Market,DOWNTOWN,13.0
6749,3405,,,,47.608798,-122.341212,General Attractions,Pike Place Market,1st Ave & Pike St,61.0,201.0,Pike-Market,DOWNTOWN,13.0
6750,3408,,,,47.60788,-122.342426,General Attractions,Seattle Aquarium,1483 Alaskan Wy,61.0,201.0,Pike-Market,DOWNTOWN,13.0
6776,54,NO,Western Ave,Eagle St,47.6174467143,-122.354269445,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
6810,55,NO,Western Ave,Eagle St,47.6176157449,-122.353782181,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
6811,57,NO,1st Ave,Warren Pl,47.6183409982,-122.354033444,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
6842,56,NO,Eagle St,1st Ave,47.6174625869,-122.353578139,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
6890,3422,,,,47.61064,-122.342498,Health Centers - Community,Pike Market Medical Clinic,1930 Post Alley,61.0,201.0,Pike-Market,DOWNTOWN,13.0
6894,2629,YES,Broad St,1st Ave,47.617207643,-122.352837325,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
6895,3151,NO,Broad St,Elliott Ave,47.615360084,-122.353986626,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
6896,3389,,,,47.616432,-122.351499,Food Banks,Puget Sound Labor Agency,2800 1st Ave,62.0,156.0,Belltown,DOWNTOWN,13.0
6897,3407,,,,47.614,-122.353747,General Attractions,Port Of Seattle,2711 Alaskan Wy,62.0,156.0,Belltown,DOWNTOWN,13.0
6898,3526,,,,47.616346,-122.353852,Museums and Galleries,Olympic Sculpture Park,2901 Western Ave,62.0,156.0,Belltown,DOWNTOWN,13.0
7158,3521,,,,47.611373,-122.349474,Museums and Galleries,Maritime Discovery Center,2205 Alaskan Way,62.0,156.0,Belltown,DOWNTOWN,13.0
7220,2904,NO,S Holden St,Rainier Ave S,47.5339029125,-122.269869227,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
7419,2874,NO,Wall St,1st Ave,47.6144492292,-122.348478115,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
